date,title,ID
10/15/2018 14:53,ArcelorMittal to reduce Spanish HDG output ,166
10/15/2018 14:45,Steel futures up as CISA touts near-term outlook ,167
10/15/2018 14:28,Blast furnace restart boosts Vedanta's steel output ,168
10/15/2018 14:26,"Liberty chases ArcelorMittal Liege, Dudelange lines: reports ",169
10/15/2018 14:05,Vale's Oman plant registers record quarterly output ,170
10/15/2018 13:58,Arabian Pipes bags a further Aramco order ,171
10/15/2018 13:49,Iranian HRC export growth slows ,172
10/15/2018 13:27,Vale registers third-quarter production and sales record ,173
10/15/2018 11:26,Raw material costs increase again for Beltrame ,174
10/15/2018 10:46,"Digitalisation improves distributors' processes, not necessarily pricing ",175
10/15/2018 10:10,Italian pig iron stagnates ,176
10/15/2018 9:51,Spanish rebar prices slip ,177
10/15/2018 8:52,Hebei steel profits jump but output falls ,178
10/15/2018 8:27,Wanteng Steel to restart 2mt steel capacity ,179
10/15/2018 6:45,Chongqing Juyuan starts cold rolling project ,180
10/15/2018 6:23,Shagang to limit November production ,181
10/15/2018 5:59,Shagang chairman officially takes over Dongbei Special Steel ,182
10/15/2018 5:33,Chinese automotive steel demand slumps ,183
10/15/2018 5:31,Tsingshan secures Zimbabwe mining rights ,184
10/12/2018 19:58,USW threatens work stoppage at ArcelorMittal  ,185
10/12/2018 19:53,US OCTG prices could tick up by November  ,186
10/12/2018 19:05,"US rigs rise 11, Canada up 13 ",187
10/12/2018 19:00,US DOC begins stainless keg dumping investigation ,188
10/12/2018 18:17,OMK mulls expanding steel and pipe production capacity ,189
10/12/2018 18:11,Canada safeguard measures fail to surprise US market ,190
10/12/2018 17:57,"USW, Cliffs ratify four-year labour contract  ",191
10/12/2018 17:30,Turkish flat products' market adopts survival mode ,192
10/12/2018 17:00,Weak coil pressures CIS slab prices ,193
10/12/2018 16:26,Zekelman expands steel modular building division ,194
10/12/2018 16:08,Dutch steel processor launches new Bremen facility ,195
10/12/2018 16:04,CIS coil prices retain downward dynamic ,196
10/12/2018 15:27,Iron ore price flattens as imports rise ,197
10/12/2018 15:17,Workers at Siderurgica Sevillana approve labour agreement ,198
10/12/2018 14:47,Peru`s SHP foresees rising 2018 iron ore production ,199
10/12/2018 14:46,Reduced Iraq demand slashes Turkish August pipe exports ,200
10/12/2018 14:16,Black Sea billet mills surrender to buyer pressure ,201
10/12/2018 14:12,ArcelorMittal Ostrava hikes competitiveness with new wire rod ,202
10/12/2018 14:01,Peru's JMP iron ore project remains in doubt ,203
10/12/2018 13:52,Graphite India idles Bangalore plant for environmental revamp ,204
10/12/2018 13:28,Isdemir appoints new general manager ,205
10/12/2018 12:45,MMK presses ahead with new sintering plant construction ,206
10/12/2018 12:45,Mexico to take actions on Canadian steel tariffs ,207
10/12/2018 12:22,Billet slips lower in SE Asia ,208
10/12/2018 11:52,Chinese rebar recovers as demand returns ,209
10/12/2018 11:48,Chinese HRC fights to regain ground ,210
10/12/2018 11:39,Italian trade union reacts to Liberty acquisition ,211
10/12/2018 11:15,Vietnamese HRC importers press down prices ,212
10/12/2018 10:58,European tube demand continues to stagnate ,213
10/12/2018 10:40,French rebar prices decline ,214
10/12/2018 10:26,Vietnamese mills respond to new US anti-circumvention case ,215
10/12/2018 9:42,Study highlights AD impact on Brazil`s steel exports ,216
10/12/2018 9:17,Singapore's Delong cancels privatisation ,217
10/12/2018 9:11,Chinese steel exports remain subdued in September ,218
10/12/2018 5:43,China announces steelmaking restrictions for Yangtze River Delta  ,219
10/12/2018 5:18,Tangshan limits sinter production for a week ,220
10/12/2018 4:15,Wuhang Steel to commission two EAFs next year ,221
10/11/2018 21:35,Canada slaps safeguards on 7 steel products  ,222
10/11/2018 21:18,Hurricane Michael breezes by regional steel players ,223
10/11/2018 19:18,General Moly touts coming ferroalloys price run  ,224
10/11/2018 18:47,US Steel lends weight to Nucor sheet hike  ,225
10/11/2018 17:50,JSW Steel continues to grow crude/finished steel output  ,226
10/11/2018 17:47,US plate prices fail to follow sheet rise  ,227
10/11/2018 17:16,"Webco appoints new chairman, vice chairman ",228
10/11/2018 16:34,Russia's Zagorsk LDP plant affirms European standard ,229
10/11/2018 16:17,German construction activity continues to gain momentum ,230
10/11/2018 16:10,Tosyali to build integrated Senegal steelworks: reports ,231
10/11/2018 16:10,Iron ore loses steam ,232
10/11/2018 15:57,Southeast Asian pull pushes scrap prices downward ,233
10/11/2018 15:48,"Turkish scrap holds despite inactivity, billet trumps rebar ",234
10/11/2018 15:13,Tata Thailand EAF remains out for two weeks ,235
10/11/2018 15:08,JSW extends talks over potential Prairie Mining cooperation ,236
10/11/2018 14:57,Severstal's coking coal sales increase in third quarter ,237
10/11/2018 14:53,Eurometal distributors urge rethink of supply chain ,238
10/11/2018 14:47,CMC Poland procures electricity from PGE ,239
10/11/2018 14:24,Sumitomo inaugurates Turkish electrical steel service centre ,240
10/11/2018 13:21,"Pakistani pipemaker foresees CPEC slowdown, seeks bookings ",241
10/11/2018 13:19,Chinese steel futures take a pause ,242
10/11/2018 12:40,Anglo American recalls Minas Gerais employees ,243
10/11/2018 12:31,"Severstal ramps up output, but coil sales slump ",244
10/11/2018 11:44,"Italian billet prices decline, imports fade ",245
10/11/2018 11:40,Mexico`s antitrust watchdog fines Villacero ,246
10/11/2018 10:00,Longs markets slump in SE Asia ,247
10/11/2018 9:49,Global stainless output growth to slow says Lennon ,248
10/11/2018 8:58,Italian car output continues to decline ,249
10/11/2018 8:42,Chinese steelmakers maintain longs' offers for mid-October ,250
10/11/2018 7:39,Chinese wire rod exporters target Africa ,251
10/11/2018 6:27,Japan's Kanto Tetsugen scrap grouping cancels export tender ,252
10/11/2018 6:05,More Chinese long producers lower supply in October ,253
10/11/2018 5:38,"Shunle Stainless to relocate, will retain current capacity ",254
10/11/2018 5:01,Xilin Steel continues to operate after bankruptcy ,255
10/10/2018 19:05,AISI celebrates water infrastructure bill  ,256
10/10/2018 18:57,US construction materials costs see double-digit increase ,257
10/10/2018 18:52,Saudi iron ore imports slump despite Brazil-origin surge ,258
10/10/2018 18:14,"Trump hints at ethanol, steel USMCA announcements ",259
10/10/2018 18:06,Nucor sheet hike sparks market enthusiasm  ,260
10/10/2018 17:52,"Austrian steelmaker bags over 2,000 tariff exclusions ",261
10/10/2018 17:51,Indian billet shipments slump in July ,262
10/10/2018 17:30,tk Materials launches 'easy supply' distribution app  ,263
10/10/2018 16:39,Procter and Gamble receives exemption for steel razors ,264
10/10/2018 15:48,SAIL removes Bhilai site ceo following fatalities ,265
10/10/2018 15:38,Iron ore rises as heavyweights bid for BCI ,266
10/10/2018 15:16,Germany's SMS outlines future business strategy ,267
10/10/2018 13:02,EU quota allocations concern wire rod processors ,268
10/10/2018 12:18,Chinese steel gains on short term pick-up ,269
10/10/2018 12:00,Chinese HRC suppliers hike offers in Vietnam ,270
10/10/2018 11:54,Italian stainless scrap prices fall in new contracts ,271
10/10/2018 11:40,North Goonyella gas build-up causes force majeure ,272
10/10/2018 11:38,Liberty eyes bankrupt French component maker ,273
10/10/2018 11:30,LKAB to acquire UK slag-processing company ,274
10/10/2018 10:20,Vietnam reviews stainless CRC duties again ,275
10/10/2018 10:06,Unions signal delay for ArcelorMittal Europe asset divestment ,276
10/10/2018 9:54,Japan forecasts steady fourth-quarter demand for steel ,277
10/10/2018 9:52,Colombian steel and iron ore exports grow year-to-date ,278
10/10/2018 9:22,Port Hedland iron ore shipments rise in September ,279
10/10/2018 8:40,Ahmsa begins final maintenance phase at Monclova ,280
10/10/2018 7:52,"Baosteel, Angang keep flat offers unchanged in November ",281
10/10/2018 7:00,Taiwanese container scrap stabilises ,282
10/10/2018 5:27,Mexico imposes AD duties on Chinese welding wire ,283
10/10/2018 4:43,Shengbao Steel transfers capacity to Jiangxi ,284
10/10/2018 3:49,Tangshan enforces tighter restrictions in Guye ,285
10/9/2018 21:20,US steel shipments increase in August  ,286
10/9/2018 20:38,Union Partners acquires Xcel Steel pickling operation ,287
10/9/2018 20:03,Sheet auto contracts breed uncertainty  ,288
10/9/2018 19:56,Bhilai plant fire incident causes fatalities ,289
10/9/2018 19:21,Tata Steel sees Indian business volumes grow ,290
10/9/2018 19:16,AZZ witnesses double-digit profit increase  ,291
10/9/2018 19:14,"USMCA faces ratification, implementation challenges  ",292
10/9/2018 18:15,Rebar prices hold under weight of sales slowdown  ,293
10/9/2018 15:46,NLMK adopts stamp charging at Altai-Koks ,294
10/9/2018 15:31,Chinese steel strong as iron ore tops $70/tonne ,295
10/9/2018 15:10,ArcelorMittal Kryvyi Rih completes blast furnace upgrade ,296
10/9/2018 14:20,Evraz expands railway wheel production again ,297
10/9/2018 13:35,Road transport shortage becomes more severe in Germany ,298
10/9/2018 13:07,"Court conditionally clears ArcelorMittal, Numetal bids for Essar ",299
10/9/2018 11:52,Ferrexpo's pellet output continues to grow ,300
10/9/2018 11:38,European stainless flats' market struggles on low sales ,301
10/9/2018 11:31,Vietnamese longs' markets stagnate  ,302
10/9/2018 11:19,Philippine ministry targets induction furnaces ,303
10/9/2018 11:16,Mechel's Elga continues to raise coal output  ,304
10/9/2018 11:15,Italian scrap values edge down ,305
10/9/2018 11:10,Hancock closes Atlas buy-out ,306
10/9/2018 11:08,MinRes eyes BCI assets ,307
10/9/2018 11:03,Italian rebar prices continue to slip ,308
10/9/2018 10:26,Spanish scrap prices set to rise in mid-October ,309
10/9/2018 9:45,India seen becoming top coking coal importer ,310
10/9/2018 9:14,EU flats' 2019 demand growth could decelerate: Kirps ,311
10/9/2018 9:03,Czech coal miner mulls output extension to 2030 ,312
10/9/2018 8:20,Rebar difficulties see Turkish mills turn to billet ,313
10/9/2018 8:18,Rizhao begins construction of fifth endless strip line ,314
10/9/2018 6:57,Handan and Xingtai limit winter steel production ,315
10/9/2018 6:20,"India targets steel plant with Japan, South Korea ",316
10/9/2018 5:06,China officially releases 2018-2019 winter restrictions for Jingjinji ,317
10/9/2018 4:25,China cuts import duties on stainless steel ,318
10/8/2018 21:14,US raw steel slips from last week  ,319
10/8/2018 21:11,US plate prices remain unchanged ,320
10/8/2018 16:05,Russia continues to ramp up exports ,321
10/8/2018 15:35,"German fabricating activity grows, but remains below forecast ",322
10/8/2018 15:33,Zagorsk large-diameter pipe plant reaches full capacity ,323
10/8/2018 15:21,Iron ore steady as Hancock boosts Atlas holding ,324
10/8/2018 14:56,US sheet prices tap bottom ,325
10/8/2018 11:33,Mobarakeh Steel chief executive resigns ,326
10/8/2018 11:25,Italian beam prices may increase on short supply ,327
10/8/2018 10:59,Steel fluctuates on winter restrictions and RRR cut ,328
10/8/2018 10:40,Latin America imports to decline in 2018 ,329
10/8/2018 10:38,India hikes scrap imports from UAE ,330
10/8/2018 10:37,Tubacex signs agreement for Egypt nuclear plant ,331
10/8/2018 10:28,"Mediterranean scrap stable, pig iron weakens: Assofermet ",332
10/8/2018 10:24,Turkish steel exports hit 1.5-year high in September ,333
10/8/2018 10:05,"Kardemir favours semis, pig iron sales over longs ",334
10/8/2018 9:44,Colombia's crude steel production dips in August ,335
10/8/2018 9:08,Magang hot tests special steel bar mill ,336
10/8/2018 9:01,Chinese manufacturing sector signals slowdown ,337
10/8/2018 8:59,Asean steel exports surge ,338
10/8/2018 8:53,Mexico's automotive output falls in September ,339
10/8/2018 7:44,Hebei details winter restrictions on steelmaking ,340
10/8/2018 6:12,Sinosteel to sell Liugang Zhongjin Stainless stake ,341
10/8/2018 5:39,Tonggang auctions cold rolling subsidiary ,342
10/6/2018 13:40,SSWL lands major long-term export business ,343
10/6/2018 12:06,Outokumpu lowers US alloy surcharges for October ,344
10/6/2018 11:07,"Seaborne iron ore rests, Rio opens new mine ",345
10/5/2018 21:57,US OCTG prices stay steady as inventories fall  ,346
10/5/2018 20:12,US construction employment crests 10-year high ,347
10/5/2018 20:08,"US rigs fall by 2, Canada up 4 ",348
10/5/2018 17:13,"Baffinland, Inuit agree to Mary River production increase ",349
10/5/2018 17:10,CIS coils prices slide in a quiet week ,350
10/5/2018 16:03,Ukraine reduces ferrous products output in September ,351
10/5/2018 15:41,NW Europe rebar market feels Italian price influence ,352
10/5/2018 15:23,Turkish consumption growth turns negative ,353
10/5/2018 15:10,September worldwide rig count slips on Canada dip ,354
10/5/2018 15:06,NW Europe rebar market awaits restocking surge ,355
10/5/2018 14:48,Saudi flats imports slump in June ,356
10/5/2018 14:40,SSAB announces investment in European tube production ,357
10/5/2018 14:03,Brazilian steelmakers likely to show third-quarter improvement ,358
10/5/2018 12:57,State fund eyes Polish welded pipemaker stake increase ,359
10/5/2018 11:49,Pakistan's Siddiqsons foresees favourable CRC duty challenge ruling ,360
10/5/2018 11:45,"Italian longs prices flatten, market fears November fall ",361
10/5/2018 11:41,Vietnamese HRC market awaits China's return ,362
10/5/2018 11:21,Low coil demand concerns Italian market players  ,363
10/5/2018 11:18,Billet import market softens in SE Asia ,364
10/5/2018 11:03,French construction activity stabilises in September ,365
10/5/2018 10:03,"Indonesia halts AD on Chinese, Vietnamese prepainted Al-Zn  ",366
10/5/2018 9:57,Argentina's vehicle production tumbles in September ,367
10/5/2018 9:38,Argentina construction sector activity to decrease from September ,368
10/5/2018 9:15,Brazil`s automotive industry reviews 2018 production target ,369
10/5/2018 8:45,Brazilian flat steel exports slump in September ,370
10/4/2018 22:02,TransCanada moves on Coastal GasLink project  ,371
10/4/2018 21:19,Tenova to supply DRI technology to Hybrit project ,372
10/4/2018 21:18,US stainless imports tick up in September ,373
10/4/2018 20:48,Bhushan shows marked operational improvement under Tata ,374
10/4/2018 20:15,Iron ore market remains quiet as China holidays ,375
10/4/2018 19:34,USW rejects Sharon Tube contract offer  ,376
10/4/2018 17:37,Pipe Logix: Line pipe prices slip in September  ,377
10/4/2018 17:34,Northeast surplus puts downward pressure on rebar ,378
10/4/2018 17:30,USW claims progress in ArcelorMittal negotiations ,379
10/4/2018 17:06,JSPL sets new quarterly production and sales records ,380
10/4/2018 16:10,"US-origin booking lifts Turkish scrap, but drop foreseen ",381
10/4/2018 16:09,CIS billet offers remain firm ,382
10/4/2018 15:59,Opinions vary on thyssenkrupp devolution ,383
10/4/2018 15:04,"NSSMC rejigs branding, renames subsidiaries ",384
10/4/2018 14:44,Li̬ge HDG line restart supplements EU market supply ,385
10/4/2018 14:15,Surging input costs seen supporting EU longs prices ,386
10/4/2018 14:08,"ICJ orders easing of Iranian sanctions, steel unaffected ",387
10/4/2018 13:40,Brazil increases iron ore exports in September ,388
10/4/2018 13:15,China surge drives first-half scrap consumption growth ,389
10/4/2018 12:46,Greek tubemaker remains positive despite trade barrier uncertainties ,390
10/4/2018 11:59,Indian mills raise domestic steel prices ,391
10/4/2018 11:41,EU tube investigation may trigger retroactive duties ,392
10/4/2018 11:26,Acerinox anticipates record production  for 2018 ,393
10/4/2018 10:40,"Aisha Steel hikes sales, mulls Russian CRC probe ",394
10/4/2018 10:18,Italian pig iron prices slip ,395
10/4/2018 10:04,French stainless scrap values stabilise on low demand ,396
10/4/2018 10:03,Turkish wire rod exports surge again ,397
10/4/2018 9:53,"Vale, BHP agree compensation programme for Samarco ",398
10/4/2018 9:39,Balkans demand supports Viohalco first-half steel profitability ,399
10/3/2018 21:23,RINL raises selected list prices again ,400
10/3/2018 21:19,USW makes headway in US Steel negotiations ,401
10/3/2018 21:11,US imports fall in September  ,402
10/3/2018 19:47,India's Steel Strips Wheels bags more export orders ,403
10/3/2018 19:24,"Iron ore settles, Monadelphous/BHPB ink major maintenance contract ",404
10/3/2018 18:46,Trudeau makes steel tariffs' pledge for LNG project ,405
10/3/2018 17:14,UK construction sector growth slips again in September ,406
10/3/2018 16:32,US ITC seeks comments on tariff relief  ,407
10/3/2018 16:20,Trump trade train rolls on toward Japan  ,408
10/3/2018 16:18,voestalpine makes progress with Chinese automotive plan ,409
10/3/2018 16:07,"US DOC rules on Chinese, Italian fittings  ",410
10/3/2018 15:59,"Universal, USW sign new five-year agreement  ",411
10/3/2018 15:52,Union leaders say trade pact abandons Canadian steelworkers ,412
10/3/2018 15:28,Ukraine probes imports of Chinese and Russian corrosion-resistant steel ,413
10/3/2018 15:17,Turkish carmaker suspends output on domestic demand slump ,414
10/3/2018 15:04,Fletcher Building looks to acquire Steel & Tube ,415
10/3/2018 15:00,Severstal begins active stage of BF No.3 construction ,416
10/3/2018 14:44,Eurofer welcomes latest EC vote on emissions rules ,417
10/3/2018 14:34,Bekaert reaches agreement to close Italian wire plant ,418
10/3/2018 13:48,Esco starts new H-beam production ,419
10/3/2018 13:20,Duferco closes Belgian wire subsidiary ,420
10/3/2018 13:02,EEC extends graphite electrode anti-dumping measures ,421
10/3/2018 12:38,Slab prices fall in East Asia ,422
10/3/2018 11:26,"Amreli increases sales, foresees local, export demand growth ",423
10/3/2018 11:10,Taiwanese container scrap takes a breather ,424
10/3/2018 9:59,Canacero asks for better steel deal with US ,425
10/3/2018 9:59,"Reduced Brazil, EU supply slashes Turkish HRC imports ",426
10/3/2018 9:54,"AST to delay industrial plan, Marcegaglia strengthens credit ",427
10/3/2018 9:20,Brazil reviews heavy plate anti-dumping duty ,428
