Id,Date,Text,Cleaned Text,,tfidfC_binary__score,IG__score,PMI__score,LDA1,LDA2,LDA3,LDA4,LDA5,LDA6,LDA7,LDA8,LDA9,LDA10,LDA11,LDA12,LDA13,LDA14,LDA15,LDA16,LDA17,BTM1,BTM2,BTM3,BTM4,BTM5,BTM6,BTM7,BTM8,BTM9,BTM10,BTM11,BTM12,BTM13,BTM14,BTM15,BTM16,BTM17,tfidfC_unary__score,svmLinear_prob__1,Manual label (Ground Truth)
11,10/21/2018 9:11,Challenge cm Steel Blade L Cordless Electric Rotary Lawnmower V Best Prices  #steelchallenge #steelblade https://t.co/PmDcsspnIX,challenge cm steel blade l cordless electric rotary lawnmower v best prices steelchallenge steelblade,,0.013024183,5.15857439,7.563539452,0.045955882,0.077205882,0.045955882,0.045955882,0.077205882,0.045955882,0.061580882,0.077205882,0.045955882,0.061580882,0.061580882,0.045955882,0.061580882,0.045955882,0.045955882,0.045955882,0.108455882,0.000317754,4.12E-05,0.003333554,0.019959691,0.711553236,0.004422122,0.005027199,0.011610545,0.002038802,0.097200925,0.000144694,0.073137169,0.014445539,0.006263143,0.036958522,0.013510676,3.52E-05,248.8018008,0.861603139,0
12,10/21/2018 3:17,"No haircut for lenders with Uttam Galva debt also being repaid...WIN WIN WIN for banks


ArcelorMittal named preferre https://t.co/SiAZQbT",haircut lenders uttam galva debt also repaid win win win banks arcelormittal named preferre,,0.001036696,3.888978911,6.970172495,0.045955882,0.061580882,0.061580882,0.045955882,0.045955882,0.233455882,0.045955882,0.045955882,0.045955882,0.045955882,0.045955882,0.045955882,0.045955882,0.045955882,0.045955882,0.045955882,0.045955882,1.06E-05,7.76E-07,0.986355098,0.000181738,1.46E-05,0.000266321,4.53E-07,0.000530994,7.84E-06,1.71E-06,4.92E-06,0.000997372,0.010672858,0.000414395,0.000527977,1.23E-05,6.46E-08,30.40261128,0.317445756,0
13,10/20/2018 21:02,RT @rrigetti: @L_MacAulay I do not support govt handouts.   But if you give money to dairy farmers and to the steel industry you have to lo,rrigetti l_macaulay support govt handouts give money dairy farmers steel industry lo,,0.006234969,4.432303144,1.727695937,0.04743833,0.063567362,0.079696395,0.04743833,0.04743833,0.04743833,0.111954459,0.063567362,0.079696395,0.063567362,0.04743833,0.04743833,0.063567362,0.04743833,0.04743833,0.04743833,0.04743833,0.000229009,0.033004401,9.73E-06,7.70E-05,0.00411215,0.005818385,3.91E-05,0.004250052,0.837966905,0.01244401,0.001557726,0.011670924,0.056947059,0.021027797,0.006439042,0.002336761,0.002070002,120.1793476,0.104739183,0
14,10/20/2018 8:29,"RT @PTIforlife: This is the only thing which is functional in Pakistan steel mills, baki sab production bund hai, is per bh nuksan ker liaa",ptiforlife thing functional pakistan steel mills baki sab production bund hai per bh nuksan ker liaa,,0.0135832,9.414624719,4.172945236,0.04456328,0.07486631,0.04456328,0.04456328,0.04456328,0.04456328,0.04456328,0.04456328,0.04456328,0.04456328,0.241532977,0.04456328,0.04456328,0.04456328,0.04456328,0.04456328,0.059714795,0.002448881,0.00058327,0.00190845,0.000355612,0.00012145,0.000744009,2.50E-05,0.002770278,0.001299919,0.000281512,4.99E-06,0.013171327,0.006286776,0.006218006,0.962939803,0.000835704,5.00E-06,237.1885009,0.999999703,1
15,10/20/2018 7:25,"@Kuroblack @BsaFriend When we joined the EUSSR project, we lost all small farms, steel industry, coal industry, https://t.co/YmQLLeENZ",kuroblack bsafriend joined eussr project lost small farms steel industry coal industry,,0.007347194,6.575516533,6.316065159,0.04743833,0.063567362,0.063567362,0.095825427,0.04743833,0.063567362,0.04743833,0.063567362,0.079696395,0.04743833,0.063567362,0.063567362,0.04743833,0.04743833,0.063567362,0.04743833,0.04743833,0.000537577,0.012739227,7.20E-05,0.000672828,0.003574751,0.652909801,0.004552698,0.004436945,0.042980115,0.012523762,0.006020603,0.126033644,0.063284307,0.031341387,0.017772336,0.011790021,0.00875804,136.2285093,0.979157197,1
16,10/20/2018 2:10,RT @Alex_Panetta: What we hear from two senior US admin officials: Steel/aluminum tallks with Canada/Mexico are inching toward a discussion,alex_panetta hear two senior us admin officials steel aluminum tallks canada mexico inching toward discussion,,0.009986267,8.34272303,4.660935623,0.045248869,0.060633484,0.245248869,0.045248869,0.045248869,0.045248869,0.045248869,0.045248869,0.045248869,0.045248869,0.045248869,0.045248869,0.060633484,0.045248869,0.045248869,0.045248869,0.045248869,0.000289692,0.002678283,0.001645261,0.000265495,0.001778013,0.002181002,1.76E-05,0.002442997,0.97070181,0.002500639,0.000327899,0.002042585,0.006202991,0.001744138,0.001529164,0.000685503,0.002966965,195.6920967,0.999990546,1
17,10/19/2018 21:04,"RT @weareoversight: NEW: We obtained , pages of Wilbur Ross' calendar, which detail meetings he had with steel, rail, sugar, and energy",weareoversight new obtained pages wilbur ross calendar detail meetings steel rail sugar energy,,0.005701026,3.829638341,8.669771793,0.046685341,0.046685341,0.046685341,0.046685341,0.046685341,0.046685341,0.046685341,0.046685341,0.046685341,0.046685341,0.046685341,0.046685341,0.046685341,0.046685341,0.253034547,0.046685341,0.046685341,4.13E-05,5.15E-05,4.73E-07,0.000178486,0.001331708,0.000530333,4.80E-08,0.002773489,0.0008747,0.001479707,9.60E-06,0.003374906,0.001555629,0.001337477,0.000430406,0.000233054,0.985797223,137.3391426,0.473853625,0
18,10/19/2018 18:16,"RT @weareoversight: NEW: We obtained , pages of Wilbur Ross' calendar, which detail meetings he had with steel, rail, sugar, and energy",weareoversight new obtained pages wilbur ross calendar detail meetings steel rail sugar energy,,0.005701026,3.829638341,8.669771793,0.046685341,0.046685341,0.046685341,0.062558357,0.046685341,0.046685341,0.046685341,0.046685341,0.046685341,0.046685341,0.046685341,0.046685341,0.046685341,0.046685341,0.237161531,0.046685341,0.046685341,4.13E-05,5.15E-05,4.73E-07,0.000178486,0.001331708,0.000530333,4.80E-08,0.002773489,0.0008747,0.001479707,9.60E-06,0.003374906,0.001555629,0.001337477,0.000430406,0.000233054,0.985797223,137.3391426,0.473851561,0
19,10/19/2018 17:35,RT @KDhavlikar: The Indian Steel Industry continues to grapple with uncertainties pertaining to the availability and consistent supplies of,kdhavlikar indian steel industry continues grapple uncertainties pertaining availability consistent supplies,,0.007393913,7.758528421,4.34447363,0.048216008,0.06460945,0.048216008,0.195756991,0.06460945,0.048216008,0.048216008,0.048216008,0.048216008,0.048216008,0.048216008,0.048216008,0.048216008,0.048216008,0.048216008,0.048216008,0.048216008,0.008841465,0.957478449,0.000129778,0.000105936,0.000413818,0.00211282,1.91E-05,0.001604332,0.00221527,0.00059887,0.0097026,0.007592593,0.002788151,0.000506797,0.001371719,0.002066952,0.002451385,126.7141857,0.993968349,1
20,10/19/2018 16:16,RT @KDhavlikar: The Indian Steel Industry continues to grapple with uncertainties pertaining to the availability and consistent supplies of,kdhavlikar indian steel industry continues grapple uncertainties pertaining availability consistent supplies,,0.007393913,7.758528421,4.34447363,0.048216008,0.048216008,0.048216008,0.212150434,0.06460945,0.048216008,0.048216008,0.048216008,0.048216008,0.048216008,0.048216008,0.048216008,0.048216008,0.048216008,0.048216008,0.048216008,0.048216008,0.008841465,0.957478449,0.000129778,0.000105936,0.000413818,0.00211282,1.91E-05,0.001604332,0.00221527,0.00059887,0.0097026,0.007592593,0.002788151,0.000506797,0.001371719,0.002066952,0.002451385,126.7141857,0.993968482,1
21,10/19/2018 14:51,"PRICE REDUCED TO $,!!! This amazing Dutch Colonial home in Poquoson is freshly painted throughout, it has new https://t.co/nNhhDqil",price reduced amazing dutch colonial home poquoson freshly painted throughout new,,0.002249539,5.518267559,-1.663185161,0.06460945,0.048216008,0.048216008,0.06460945,0.06460945,0.06460945,0.048216008,0.048216008,0.048216008,0.081002893,0.06460945,0.048216008,0.048216008,0.081002893,0.081002893,0.048216008,0.048216008,9.42E-07,0.000812773,3.44E-06,0.004225717,0.000978212,0.000866735,9.58E-06,0.010736993,0.002455246,0.110140974,0.003122894,0.002925683,0.001238077,0.861700171,0.000507977,0.000182478,9.21E-05,81.36065432,0.148052553,0
22,10/19/2018 12:35,"JSW Steel weighing options to fund acquisition of Bhushan Power, Essar Steel #ETIndustryNews https://t.co/JnaFbkrl",jsw steel weighing options fund acquisition bhushan power essar steel etindustrynews,,0.01216616,12.32104127,4.843812779,0.06460945,0.048216008,0.048216008,0.048216008,0.048216008,0.146576663,0.048216008,0.06460945,0.048216008,0.06460945,0.048216008,0.048216008,0.048216008,0.048216008,0.048216008,0.06460945,0.06460945,0.004519882,0.028553816,0.755350375,0.001040489,0.008781413,0.001083781,7.62E-06,0.018681046,0.006810491,0.007268092,0.003079723,0.074420521,0.03570551,0.045138126,0.004661368,0.003534919,0.001362829,204.340582,1,1
23,10/19/2018 11:04,"Bosnia's sole aluminium smelter, Aluminij Mostar, will pause production while it produces an audit report at the re https://t.co/zfUNolQmd",bosnia sole aluminium smelter aluminij mostar pause production produces audit report,,0.001746501,6.448347331,1.653331291,0.048216008,0.097396336,0.06460945,0.06460945,0.06460945,0.06460945,0.048216008,0.06460945,0.048216008,0.048216008,0.06460945,0.06460945,0.048216008,0.048216008,0.048216008,0.048216008,0.06460945,0.000120829,3.26E-05,9.46E-08,6.25E-05,0.000261878,0.000989167,2.76E-05,0.013723447,0.004574239,0.005045313,1.41E-07,0.01472424,0.054005717,0.010347208,0.896042283,4.27E-05,8.80E-08,34.79451428,0.817383833,1
24,10/19/2018 2:37,"RT @KaylarWill: Lofts are just... the exposed concrete and piping. In a old Campbells soup factory, with stainless steel appliances for a",kaylarwill lofts exposed concrete piping old campbells soup factory stainless steel appliances,,0.006950884,5.348856947,-0.050213019,0.04743833,0.04743833,0.063567362,0.04743833,0.04743833,0.04743833,0.04743833,0.04743833,0.04743833,0.04743833,0.063567362,0.063567362,0.04743833,0.04743833,0.04743833,0.19259962,0.04743833,9.09E-05,0.001414405,2.20E-05,0.000427952,0.982297743,0.000327713,0.001350064,0.000315381,0.000582295,0.007335662,2.25E-06,0.003020641,0.002002723,0.000668435,0.000137163,2.43E-06,2.26E-06,114.6774952,0.215976043,1
25,10/18/2018 23:19,"RT @weareoversight: NEW: We obtained , pages of Wilbur Ross' calendar, which detail meetings he had with steel, rail, sugar, and energy",weareoversight new obtained pages wilbur ross calendar detail meetings steel rail sugar energy,,0.005701026,3.829638341,8.669771793,0.046685341,0.046685341,0.046685341,0.046685341,0.046685341,0.046685341,0.046685341,0.062558357,0.046685341,0.046685341,0.046685341,0.046685341,0.046685341,0.046685341,0.237161531,0.046685341,0.046685341,4.13E-05,5.15E-05,4.73E-07,0.000178486,0.001331708,0.000530333,4.80E-08,0.002773489,0.0008747,0.001479707,9.60E-06,0.003374906,0.001555629,0.001337477,0.000430406,0.000233054,0.985797223,137.3391426,0.473850369,0
26,10/18/2018 17:07,"RT @DemsBye: After years of being mired in lost jobs and stagnant wages, the #American steel industry is roaring back in a way Barack #Obam",demsbye years mired lost jobs stagnant wages american steel industry roaring back way barack obam,,0.004641056,6.517637576,5.835430057,0.045248869,0.045248869,0.045248869,0.0760181,0.045248869,0.045248869,0.045248869,0.045248869,0.245248869,0.045248869,0.045248869,0.045248869,0.045248869,0.045248869,0.045248869,0.045248869,0.045248869,0.001953229,0.002865243,0.000316822,0.000149596,0.000637252,0.792005417,3.64E-05,0.001813165,0.092079013,0.003367409,0.000980643,0.078326356,0.003649132,0.004205592,0.01391328,0.001928619,0.001772827,116.1452837,0.971347199,1
27,10/18/2018 15:28,"@EdHen @Dounreay @Anna_Soubry Why no India trade deal, any idea? Oh yes, blocked by UK because it would mean https://t.co/jZmROGiJ",edhen dounreay anna_soubry india trade deal idea oh yes blocked uk would mean,,-0.001054539,2.924991558,6.299054841,0.062558357,0.046685341,0.046685341,0.062558357,0.046685341,0.046685341,0.062558357,0.062558357,0.046685341,0.062558357,0.078431373,0.110177404,0.062558357,0.046685341,0.046685341,0.062558357,0.046685341,0.005458842,0.004819315,0.000912095,5.00E-05,0.002597811,0.031958588,0.000200218,0.052557659,0.066146257,0.00707457,1.01E-05,0.063156316,0.084661745,0.660241835,0.012116126,0.008036113,2.46E-06,48.60856584,0.056515779,0
28,10/18/2018 8:35,RT @KDhavlikar: The Indian Steel Industry continues to grapple with uncertainties pertaining to the availability and consistent supplies of,kdhavlikar indian steel industry continues grapple uncertainties pertaining availability consistent supplies,,0.007393913,7.758528421,4.34447363,0.048216008,0.06460945,0.06460945,0.195756991,0.048216008,0.048216008,0.048216008,0.048216008,0.048216008,0.048216008,0.048216008,0.048216008,0.048216008,0.048216008,0.048216008,0.048216008,0.048216008,0.008841465,0.957478449,0.000129778,0.000105936,0.000413818,0.00211282,1.91E-05,0.001604332,0.00221527,0.00059887,0.0097026,0.007592593,0.002788151,0.000506797,0.001371719,0.002066952,0.002451385,126.7141857,0.993968349,1
29,10/18/2018 5:23,"RT @KDhavlikar: With the increasing thrust on the ""Make-in-India"" vision by the Indian Government, the Indian steel industry will grow and",kdhavlikar increasing thrust make india vision indian government indian steel industry grow,,0.007822236,8.944593222,3.555821768,0.04743833,0.063567362,0.04743833,0.224857685,0.04743833,0.04743833,0.04743833,0.04743833,0.04743833,0.04743833,0.04743833,0.04743833,0.04743833,0.04743833,0.04743833,0.04743833,0.04743833,0.054806305,0.88408793,0.001139114,0.000112208,0.000777094,0.004419781,4.66E-05,0.001346364,0.0028728,0.002035325,0.008085703,0.022156174,0.006317183,0.00264954,0.001690246,0.005414713,0.002042959,166.3397812,0.999997033,1
30,10/17/2018 20:53,My brother gave me a gift card for @GameStop so I hit it up got Dragon Crown Pro w/ absolutely beautiful steel book https://t.co/PYlocvUj,brother gave gift card gamestop hit got dragon crown pro w absolutely beautiful steel book,,0.006628006,3.517072848,5.940553078,0.045248869,0.045248869,0.045248869,0.045248869,0.045248869,0.060633484,0.060633484,0.060633484,0.060633484,0.060633484,0.0760181,0.045248869,0.045248869,0.091402715,0.10678733,0.045248869,0.060633484,0.000342747,0.00144538,3.47E-05,0.002205197,0.018478132,0.031490283,4.19E-06,0.056856737,0.055888517,0.103473397,0.000721081,0.641326826,0.007731237,0.054006622,0.020432347,0.005521434,4.12E-05,161.2382282,0.128932806,0
31,10/17/2018 18:28,"Strong Demand, Higher Prices to Aid Reliance Steel (RS) https://t.co/BCbZfMccJn",strong demand higher prices aid reliance steel rs,,0.009831379,5.632319828,9.029910666,0.050709939,0.067951318,0.050709939,0.050709939,0.050709939,0.067951318,0.050709939,0.050709939,0.102434077,0.067951318,0.050709939,0.067951318,0.067951318,0.050709939,0.050709939,0.050709939,0.050709939,0.124356713,0.000379376,0.17465801,0.000222988,0.050615075,0.017633989,0.000400201,0.077039169,0.019377531,0.038008511,1.34E-05,0.181267624,0.043642105,0.262129022,0.007027846,0.00321494,1.35E-05,182.468722,0.965894371,1
32,10/17/2018 14:44,RT @Nametory: https://t.co/kyufMNurk A new premium #brand for sale: Matx. A short and strong name that hints at #automatic . Matx: A #self,nametory new premium brand sale matx short strong name hints automatic matx self,,0.001136821,7.578829967,0.707976124,0.046685341,0.046685341,0.046685341,0.046685341,0.062558357,0.046685341,0.062558357,0.062558357,0.062558357,0.046685341,0.062558357,0.046685341,0.110177404,0.046685341,0.078431373,0.078431373,0.046685341,0.000230934,2.59E-06,2.30E-07,0.004081199,0.029232675,0.043970913,3.98E-07,0.00978588,0.014558951,0.753695684,0.004085295,0.086172513,0.021303447,0.030313564,6.84E-05,0.002285676,0.000211655,67.44572386,0.958342061,0
33,10/17/2018 6:09,"RT @centerofright: ArcelorMittal has sent a letter to Essar Steel lenders, saying it is preparing to repay dues worth Rs , crore of Utt",centerofright arcelormittal sent letter essar steel lenders saying preparing repay dues worth rs crore utt,,0.007128372,6.700078127,3.193776332,0.045248869,0.045248869,0.045248869,0.045248869,0.045248869,0.260633484,0.045248869,0.045248869,0.045248869,0.045248869,0.045248869,0.045248869,0.045248869,0.045248869,0.060633484,0.045248869,0.045248869,1.06E-05,0.000546521,0.994802346,8.26E-05,1.72E-05,0.000305733,1.46E-05,0.000257075,0.000257682,0.000122419,9.34E-07,0.001556272,0.001047576,0.000760372,4.11E-05,0.000132896,4.40E-05,129.0940867,0.934276129,1
34,10/17/2018 4:53,"RT @Indiamining: https://t.co/PiKNrknr .With no production caps and no bans, Steel industry can achieve its vision of  Mt production b",indiamining production caps bans steel industry achieve vision mt production b,,0.009921185,7.216314239,5.009449934,0.06460945,0.097396336,0.048216008,0.081002893,0.048216008,0.048216008,0.06460945,0.048216008,0.048216008,0.06460945,0.06460945,0.048216008,0.048216008,0.048216008,0.048216008,0.048216008,0.081002893,0.02640299,0.469580542,0.000173941,0.008659098,0.037204178,0.018197155,0.000613248,0.019168271,0.076250812,0.012963645,0.001953718,0.169314384,0.064592964,0.062538102,0.013300735,0.014368266,0.004717949,196.7238658,0.988130262,1
35,10/16/2018 16:46,"RT @JonnyGabriel: @shewolf @perthwolves Margaret Thatcher:





 Destroyed the steel industry


 Never scored in a World Cup


 Never ridde",jonnygabriel shewolf perthwolves margaret thatcher destroyed steel industry never scored world cup never ridde,,0.005628377,2.782005455,5.497323326,0.045955882,0.045955882,0.045955882,0.077205882,0.045955882,0.045955882,0.233455882,0.045955882,0.045955882,0.045955882,0.045955882,0.045955882,0.045955882,0.045955882,0.045955882,0.045955882,0.045955882,2.22E-05,0.002047221,5.81E-07,5.05E-05,0.000251827,0.001287886,7.29E-06,0.000102947,0.001904699,0.001427871,0.983148243,0.00327357,0.003297868,0.000403963,0.000390497,0.000889763,0.001493059,104.5981995,0.03115179,1
36,10/16/2018 5:56,@smpass @ChingfordChrisS @LBC @TomSwarbrick We have already killed the steel industry while inside the E.U. And se https://t.co/xJtmOrdsR,smpass chingfordchriss lbc tomswarbrick already killed steel industry inside e u se,,0.012912622,5.503303337,-0.744563981,0.095825427,0.079696395,0.04743833,0.063567362,0.04743833,0.04743833,0.079696395,0.04743833,0.063567362,0.04743833,0.04743833,0.04743833,0.063567362,0.04743833,0.04743833,0.063567362,0.063567362,0.066774669,0.003085549,0.00025503,0.233566241,0.000402364,0.034674572,0.003129128,0.040744525,0.00630497,0.015675957,0.002308013,0.566311105,0.003504983,0.002648645,0.014219483,0.004150237,0.002244529,299.4902936,0.209910673,1
37,10/16/2018 1:00,"your bs tariffs are raising the price of steel and forcing Ford, GM, and Chrysler to lay off workers in order to ke https://t.co/mVHulHNw",bs tariffs raising price steel forcing ford gm chrysler lay workers order ke,,0.009749605,8.505134516,6.778508852,0.046685341,0.046685341,0.046685341,0.046685341,0.078431373,0.046685341,0.046685341,0.062558357,0.094304388,0.078431373,0.094304388,0.062558357,0.046685341,0.046685341,0.046685341,0.046685341,0.062558357,0.002525721,0.000131211,0.021274614,0.002919746,0.001431336,0.031335061,0.019616744,0.008903325,0.698912574,0.034670731,3.60E-05,0.013610793,0.007669021,0.057439746,0.034238725,0.050154678,0.015129962,192.4282165,0.999999232,1
38,10/15/2018 18:50,@kimguilfoyle @realDonaldTrump My institution had been planning new building projects but have had  cancel them bc https://t.co/kVVZxGa,kimguilfoyle realdonaldtrump institution planning new building projects cancel bc,,-2.27E-06,5.157264018,0.386141236,0.049850449,0.066799601,0.049850449,0.049850449,0.049850449,0.066799601,0.049850449,0.049850449,0.066799601,0.066799601,0.049850449,0.066799601,0.083748754,0.049850449,0.049850449,0.083748754,0.049850449,0.001481689,1.21E-05,2.36E-05,0.097738467,1.30E-07,0.652949598,5.86E-08,7.72E-08,0.000156565,0.077368627,0.002508457,0.000154415,0.063004001,0.005007543,0.045011427,0.051359381,0.003223807,33.21763455,0.041972819,0
39,10/15/2018 18:50,@kimguilfoyle @realDonaldTrump My institution had been planning new building projects but have had  cancel them bc https://t.co/kVVZxGa,kimguilfoyle realdonaldtrump institution planning new building projects cancel bc,,-0.000145651,4.163034732,-0.12413712,0.066799601,0.049850449,0.066799601,0.049850449,0.049850449,0.049850449,0.049850449,0.049850449,0.083748754,0.049850449,0.049850449,0.049850449,0.083748754,0.049850449,0.083748754,0.066799601,0.049850449,0.00037266,8.79E-06,6.93E-07,0.045910629,3.40E-05,0.770759734,6.86E-07,0.073604001,0.010686599,0.016916729,5.93E-07,0.002504997,0.021821654,0.047810403,0.008098877,0.000412692,0.001056244,39.60529911,0.029990015,0
